8000107,8000257,12600000
8000107,8000266,13560000
8000107,8000260,13020000
8002549,8000001,17820000
8002549,8000010,16020000
8002549,8000013,24240000
8002549,8000023,1500000
8002549,8000025,16740000
8002549,8000036,10380000
8002549,8000038,21960000
8002549,8000041,11340000
8002549,8000044,14520000
8002549,8000049,10620000
8002549,8000050,3360000
8002549,8000055,21540000
8002549,8010184,15900000
8002549,8010073,14160000
8002549,8000068,18060000
8002549,8000080,10020000
8002549,8010085,15660000
8002549,8000086,10920000
8002549,8000085,11760000
8002549,8010101,13680000
8002549,8000098,10140000
8002549,8000105,15600000
8002549,8010113,11040000
8002549,8000115,12060000
8002549,8000114,19140000
8002549,8000118,10380000
8002549,8000124,14100000
8002549,8000128,6660000
8002549,8000142,11400000
8002549,8010159,11640000
8002549,8000149,10260000
8002549,8000150,14520000
8002549,8000152,4440000
8002549,8000162,10500000
8002549,8000169,10680000
8002549,8000183,20040000
8002549,8000189,21420000
8002549,8000191,20040000
8002549,8000193,10440000
8002549,8000199,4320000
8002549,8000206,16560000
8002549,8000207,13200000
8002549,8000217,25260000
8002549,8010205,11160000
8002549,8000237,2640000
8002549,8000236,19020000
8002549,8000238,1740000
8002549,8010224,10380000
8002549,8000240,18720000
8002549,8000244,18180000
8002549,8000253,14460000
8002549,8000261,22200000
8002549,8000263,8100000
8002549,8000271,3060000
8002549,8000274,13440000
8002549,8000275,20160000
8002549,8000284,18000000
8002549,8000286,11640000
8002549,8000290,22200000
8002549,8000291,5880000
8002549,8000294,11460000
8002549,8000297,12120000
8002549,8000299,21660000
8002549,8000302,23280000
8002549,8012666,10860000
8002549,8000309,22020000
8002549,8000316,10140000
8002549,8000320,27360000
8002549,8010304,13080000
8002549,8000323,23760000
8002549,8000073,30360000
8002549,8000087,13200000
8002549,8000096,20640000
8002549,8000134,23400000
8002549,8000141,26400000
8002549,8000168,2760000
8002549,8000170,23640000
8002549,8010366,15240000
8002549,8000250,18240000
8002549,8006552,7560000
8002549,8000257,20940000
8002549,8000266,12420000
8002549,8000260,14640000
8000156,8000001,10440000
8000156,8000010,5760000
8000156,8000013,10020000
8000156,8000023,22860000
8000156,8000025,12120000
8000156,8000036,14580000
8000156,8000038,4740000
8000156,8000041,10500000
8000156,8000044,10740000
8000156,8000049,15180000
8000156,8000050,18120000
8000156,8000055,1260000
8000156,8010184,19800000
8000156,8010073,24300000
8000156,8000068,2160000
8000156,8000080,11280000
8000156,8010085,19680000
8000156,8000086,10260000
8000156,8000085,10200000
8000156,8010101,12060000
8000156,8000098,11760000
8000156,8000105,3480000
8000156,8010113,23160000
8000156,8000115,10980000
8000156,8000114,12240000
8000156,8000118,11520000
8000156,8000124,10320000
8000156,8000128,12060000
8000156,8000142,10020000
8000156,8010159,13980000
8000156,8000149,12540000
8000156,8000150,5160000
8000156,8000152,14820000
8000156,8000162,15240000
8000156,8000169,13800000
8000156,8000183,12840000
8000156,8000189,3840000
8000156,8000191,2220000
8000156,8000193,12180000
8000156,8000199,24780000
8000156,8000206,10440000
8000156,8000207,10020000
8000156,8000217,14340000
8000156,8010205,15240000
8000156,8000237,24000000
8000156,8000236,1320000
8000156,8000238,18060000
8000156,8010224,18480000
8000156,8000240,3120000
8000156,8000244,1020000
8000156,8000253,10680000
8000156,8000261,10200000
8000156,8000263,13260000
8000156,8000271,23760000
8000156,8000274,10140000
8000156,8000275,2340000
8000156,8000284,10920000
8000156,8000286,10680000
8000156,8000290,4680000
8000156,8000291,20400000
8000156,8000294,14880000
8000156,8000297,15840000
8000156,8000299,3960000
8000156,8000302,3480000
8000156,8012666,21360000
8000156,8000309,15240000
8000156,8000316,15540000
8000156,8000320,12900000
8000156,8010304,27600000
8000156,8000323,6900000
8000156,8000073,12360000
8000156,8000087,11160000
8000156,8000096,3480000
8000156,8000134,11280000
8000156,8000141,12060000
8000156,8000168,17640000
8000156,8000170,10440000
8000156,8010366,13620000
8000156,8000250,4380000
8000156,8006552,16320000
8000156,8000257,2520000
8000156,8000266,12180000
8000156,8000260,10140000
